category,name,forkedFrom,tvl,chain
Dexes,OreoSwap,['Uniswap V2'],766347.83788943,Arbitrum
Dexes,Ocean One,,765659.06,Mixin
Liquid Staking,PepeTeam sWAVES,,765521.8996624736,Waves
Dexes,Crodex,['Uniswap V2'],763421.0019991002,Cronos
Dexes,OolongSwap,['Uniswap V2'],759325.7338467609,Boba
Insurance,InsureDAO,,754915.2648,Multi-Chain
Options,Wasabi,,754229.7346120002,Ethereum
Yield,Swamp Finance,,752928.8047872114,Binance
Gaming,Aavegotchi,,750566.7681709533,Multi-Chain
Lending,Rabbit Finance,,750143.2298911858,Binance
Dexes,Zenlink AMM,['Uniswap V2'],748725.2633683309,Multi-Chain
Dexes,Flair Dex,['Solidly'],747540.6918666875,Avalanche
Lending,Increment Lending,,734692.9487624101,Flow
Yield,Quoll,['Convex Finance'],732530.4474482854,Binance
CDP,Iron Finance,['Frax'],730126.8623806189,Multi-Chain
CDP,Harbor Protocol,,725299.4911685835,Comdex
Lending,Vendor V1,,723136.4815780553,Multi-Chain
Dexes,BeamSwap Classic,['Uniswap V2'],720905.1321503591,Moonbeam
Yield,ReHold,,718705.7528897512,Multi-Chain
Derivatives,Lif3 Trade,['GMX'],717755.3295685146,Multi-Chain
Dexes,Wavelength DAO,['Balancer'],715312.2056547212,Velas
Yield,SpiralDao,,709685.1307181041,Ethereum
Derivatives,MarginX,,708205.1314480437,FunctionX
Farm,Cub Finance,"['Goose Finance', 'Autofarm']",707033.0627535312,Binance
Yield,Ruby.Exchange Yield,,706720.3184267058,Europa
Yield,BTCST,,705913.9110108111,Binance
Bridge,Strudel Finance,,702989.01344148,Ethereum
Yield,Grim Finance,,700842.59,Multi-Chain
RWA,Stream Finance,,696209.1823624884,Ethereum
Derivatives,KTX.Finance,['GMX'],695974.566605382,Binance
Dexes,Plenty,,691784.0806079805,Tezos
Derivatives,HoldStation DeFutures,,690855.619441,zkSync Era
CDP,xBacked,,688663.3685941327,Algorand
Yield Aggregator,Hawksight,,688594.5000632233,Solana
Dexes,EazySwap,,685473.9037580793,Pulse
Yield,Resonate Finance,,684793.0,Multi-Chain
Liquid Staking,Geode,['Saddle Finance'],683791.543009569,Avalanche
Lending,Aries Markets,,682059.1877086153,Aptos
Dexes,SnowSwap,"['Saddle Finance', 'Uniswap']",678641.7685875688,Multi-Chain
Dexes,BurgerSwap,['Uniswap V2'],676846.4403018522,Binance
Lending,Yupana,,676410.7504836265,Tezos
Dexes,Cometh,['Uniswap V2'],665848.5520197917,Polygon
Dexes,DogeSwapOrg,['Uniswap V2'],664123.2639648198,Dogechain
Yield,JetFuel Finance,['Compound'],659592.7477707496,Binance
Algo-Stables,Ostable,,654597.6651214359,Obyte
Options Vault,AlgoRai Finance,,653013.2471843556,Algorand
NFT Lending,Drops,['Compound'],650633.9424203747,Ethereum
Yield,TEN Finance,,644576.2126028262,Binance
Options Vault,Spin DOV,,641631.6209831296,Near
Derivatives,Y2K V1,,641475.662068159,Arbitrum
Dexes,Clober,,636588.4161779952,Multi-Chain
Lending,SpiritSwap Lending,['Compound'],627473.470498,Fantom
Dexes,VaporDex,,625803.2677472892,Avalanche
Liquid Staking,Avely Staking,,622963.3969096283,Zilliqa
Dexes,Mobius Money,['Saddle Finance'],621788.8533475817,Celo
Dexes,cSwap,,621025.6418921876,Comdex
Dexes,Blue Planet,,620768.5276059664,Binance
NFT Marketplace,GumBall Protocol,,620560.8641631978,Arbitrum
Dexes,Aequinox,,618922.0249317691,Binance
Lending,Pilot Protocol,,616536.1817920809,Heco
Bridge,Nomad,,616049.6992554019,Multi-Chain
RWA,Landshare,,615059.9999999999,Binance
Dexes,JulSwap,['Uniswap V2'],611344.7611042722,Binance
Lending,Tranquil Finance,['Compound'],609503.2632816117,Harmony
Lending,Scream,['Compound'],609008.2373751225,Fantom
Insurance,Neptune Mutual,,606992.734803,Multi-Chain
Yield,Snowball,"['Pickle', 'Saddle Finance']",605852.9465617266,Avalanche
Yield,Sector Finance,,602361.1754118245,Multi-Chain
Dexes,RCPswap,['Uniswap V2'],595523.0979726097,Arbitrum Nova
Lending,Vigor,,595522.9330295112,EOS
Dexes,HyperJump,['Uniswap V2'],595052.4969506793,Multi-Chain
Dexes,Purple Bridge DEX,,593928.147284,Polygon
Dexes,Spartan,,592289.9242277945,Binance
Yield Aggregator,yAxis,,592193.7643565859,Ethereum
Liquid Staking,Yield Yak Staked Avax,,591560.875095921,Avalanche
Privacy,zkBob,,591408.920847323,Multi-Chain
Derivatives,MetalSwap,,588656.4212787491,Multi-Chain
Dexes,MetaTdex,,586516.5867470299,Multi-Chain
Dexes,Polycat Dex,['Uniswap V2'],585336.127788228,Polygon
Dexes,Soy Finance,['Uniswap V2'],578393.034055535,Multi-Chain
Dexes,KSwap Finance,['Uniswap V2'],577786.5416515085,OKExChain
Dexes,Forthewin Network,,575769.0764798849,NEO
Dexes,JSwap,['Uniswap V2'],574729.0401434364,OKExChain
Dexes,CronaSwap,['Uniswap V2'],570827.2586428665,Cronos
Dexes,JetSwap,['Uniswap V2'],569834.5150155422,Multi-Chain
Dexes,JustMoney,,566904.9901711603,Multi-Chain
Derivatives,Rollup Finance,['GMX'],563251.530148665,zkSync Era
Derivatives,Atomic Green,,562434.083845384,Arbitrum
Yield,Tranche Finance,,560928.5677872127,Multi-Chain
Synthetics,insrt finance,,560096.26683,Ethereum
Liquid Staking,BlazeStake,,558639.486564514,Solana
Derivatives,Flux Exchange,['GMX'],556576.2531776075,Multi-Chain
Yield,Big Data Protocol,,555746.9126819771,Ethereum
Yield Aggregator,KillSwitch,,554744.9066190323,Multi-Chain
Dexes,Convergence,['Uniswap V2'],547158.6690255866,Multi-Chain
Dexes,Ruby.Exchange Stable,,544717.8207686961,Europa
Yield,Volmex,,542517.290476803,Multi-Chain
Leveraged Farming,BAO Baskets,,539554.2842376697,Ethereum
Lending,Ooki,,537317.6654381903,Multi-Chain
Dexes,AstroSwap,['Uniswap V2'],535701.7005867037,Velas
Dexes,Coinswap Space,['Uniswap V2'],535588.1933736021,Binance
NFT Lending,Sharky,,535260.9019442074,Solana
Options Vault,Chest Finance,,534729.2868294214,Solana
Lending,MochiFi,,523668.78496389615,Ethereum
Dexes,OccamX,['Uniswap V2'],521603.3408520771,Milkomeda
Yield Aggregator,Kannagi Finance,,519623.9596446643,zkSync Era
Indexes,Cryptex V1,,519398.11366140057,Multi-Chain
Bridge,Butter Network,,518953.11070072174,Multi-Chain
Insurance,Cozy V2,,518736.225391,Optimism
Insurance,Ante Finance,,515448.73985905526,Multi-Chain
Bridge,Enosys Bridge,,513146.44917319383,Multi-Chain
Payments,CoinDrip,,512461.8619357187,Elrond
Lending,Omnidex Lend,['AAVE'],505823.3847678551,Telos
Dexes,ExinSwap,,504388.96,Mixin
Dexes,Swop,,503692.61,Waves
Dexes,CroSwap,['Uniswap V2'],502251.66310026427,Multi-Chain
Dexes,MakiSwap,,501087.84010364563,Heco
Options,Opyn Convexity,,499777.1648616037,Ethereum
Yield,iZUMi LiquidBox,,499055.74447971664,Multi-Chain
Dexes,BXH,['Uniswap V2'],497917.5407106296,Multi-Chain
Staking Pool,MineFi,,496615.68,Filecoin
Dexes,Levinswap,['Uniswap V2'],493018.49666540703,xDai
Synthetics,Taiga Acala,,491398.856134903,Acala
Dexes,Hadouken AMM,,490281.6191740823,GodwokenV1
Liquid Staking,ThunderPOKT,,490103.25123536057,Pokt
Lending,Radiant V1,['Aave'],489135.9273927059,Arbitrum
Dexes,DefiPlaza,,488126.459472,Ethereum
Services,HaloFi,,486320.0614461819,Multi-Chain
Yield,Spectrum Protocol,,486279.6986595535,Multi-Chain
Yield,Kogefarm,,485730.4583803295,Multi-Chain
Services,Concave,,483061.7363905446,Ethereum
Dexes,Pulsar Swap,,482571.39174557757,Multi-Chain
Lending,Genshiro,,482288.83921500004,Genshiro
Bridge,DotOracle,,479977.00468383846,Multi-Chain
Dexes,Globiance,['Uniswap V2'],479965.87118621345,XDC
Insurance,Cozy V1,['Compound'],479491.0992804265,Ethereum
Yield,NFTb,,477014.40021668695,Binance
Dexes,Polaris Finance,['Balancer'],475021.19785475987,Aurora
Yield,Rift Finance,,471120.8816164799,Multi-Chain
Leveraged Farming,Stella,,469642.7366924559,Arbitrum
Dexes,Pala,,467439.783384,Klaytn
Dexes,Solidly,,467431.9163529735,Fantom
Dexes,ProtoFi,['Uniswap V2'],467407.73829988355,Fantom
Yield Aggregator,Solidex,,466392.9105831188,Fantom
Synthetics,ThetaCash,,466153.90576644,Theta
Dexes,ThetaSwap,['Uniswap V2'],465531.4344667932,Theta
Indexes,PowerPool,,464742.277011421,Multi-Chain
Dexes,WardenSwap,['Uniswap V2'],461991.16053071653,Binance
Dexes,Auragi Finance,['Solidly'],461299.21684708307,Arbitrum
Yield,Vaultka,['Rage Trade'],454203.159171,Arbitrum
Dexes,Aldrin,,450084.7017364432,Solana
Staking Pool,TronNRG,,449939.6990729166,Tron
Yield,Steroids,,448508.85524246725,Ethereum
CDP,Interest Protocol,,443037.04439806205,Ethereum
Launchpad,Mint Club,,440668.7712142843,Binance
Dexes,Starswap Starcoin,,438380.0995596874,Starcoin
Derivatives,Tsunami.Finance,,438041.5983691541,Aptos
Dexes,PinkSwap,['Uniswap V2'],433187.2920995567,Binance
Insurance,Risk Harbor,,432913.6098519286,Multi-Chain
Lending,Arbor Finance,,431803.931999474,Ethereum
Yield Aggregator,OnX Finance,,431571.387933,Multi-Chain
Dexes,Swerve,['Curve'],431270.8313640542,Ethereum
Dexes,SatoshiCoreSwap,['Uniswap V2'],427686.97678979,CORE
Derivatives,Cypher,,427029.21290951746,Solana
CDP,Davos Protocol,['MakerDAO'],425405.4701441658,Polygon
Dexes,QuipuSwap V1,,425357.43280315964,Tezos
Dexes,XDeFi,,424742.4916556558,Ethereum
Launchpad,Impossible Finance,['Uniswap V2'],422254.7818590844,Multi-Chain
Lending,LendeXe Finance,['Compound'],421177.4971712136,Ethereum
Dexes,Component,,421102.8498722001,Multi-Chain
Dexes,SoulSwap,['Uniswap V2'],419073.6825781867,Multi-Chain
Yield,Growth DeFi,,418099.06355398847,Multi-Chain
Dexes,Pippi,['Uniswap V2'],417678.35906885006,Heco
Lending,Fuji V1,,414335.7573516876,Multi-Chain
Dexes,GIBXSwap,['Uniswap V2'],411508.3164027048,Binance
Dexes,Arctic,['iziSwap'],403239.90642941004,Aurora
Dexes,Veax,,402122.3695391676,Near
Lending,Percent Finance,['Compound'],401152.7273197717,Ethereum
Dexes,Dinosaur Eggs,['Uniswap V2'],400726.8131833443,Binance
NFT Marketplace,Collection.xyz,,400645.5415784018,Ethereum
Dexes,Energiswap,['Uniswap V2'],399711.6415191362,Energi
Derivatives,Mycelium Perpetual Swaps,['GMX'],399351.83833674516,Arbitrum
Dexes,Dystopia,['Solidly'],398112.0642519717,Polygon
NFT Lending,Pine Protocol,,397185.5869475387,Multi-Chain
Cross Chain,Counterstake,,395786.2144416486,Multi-Chain
Yield,Mover,,392005.3204436286,Multi-Chain
Dexes,CarbonSwap,['Uniswap V2'],391676.8157723063,EnergyWeb
Dexes,KyotoSwap,['Uniswap V2'],390469.56549254205,Binance
Bridge,Knit Finance,,386352.64988000324,Multi-Chain
Options,Pods Finance,,385961.82962727867,Multi-Chain
Lending,Nereus Finance,,385676.57713575073,Avalanche
Yield,MagicFox Vaults,,385598.75052759034,Multi-Chain
Derivatives,OPX Finance,['GMX'],384551.0603093569,Optimism
Algo-Stables,Based V1,['Tomb Finance'],380968.50278837286,Fantom
Dexes,AlienFi,,379423.7356218979,Arbitrum
Yield,Comb Financial,"['Liquid Driver', 'Reaper Farm']",376456.64329137205,Fantom
Dexes,WAGMI,['Uniswap V3'],372373.14675267995,Multi-Chain
Dexes,KibbleSwap,['Uniswap V2'],371954.5761209195,Dogechain
Lending,BAO Markets,,371664.70382539055,Ethereum
Yield,Axion,,366121.72344979,Polygon
Lending,Themis Protocol,,365002.5243889481,Arbitrum
Dexes,LaserSwap,['Uniswap V2'],361535.1756893537,ThunderCore
Yield,Penguin Finance,,359505.95652228105,Avalanche
Lending,Neku,['Compound'],358881.831137,Multi-Chain
Insurance,Bridge Mutual,,357598.7257481849,Multi-Chain
Indexes,Asymmetry Finance,,356802.5064633089,Ethereum
Liquidity manager,Quadrat,,356456.99602503225,Multi-Chain
Liquid Staking,sCANTO,,355667.842259921,Canto
Dexes,xSigma,,353868.1464696499,Ethereum
Derivatives,Mycelium Perpetual Pools,,353075.054354,Arbitrum
Derivatives,Y2K V2,,351856.7738018927,Arbitrum
Lending,Unilend,,351677.5936370661,Multi-Chain
Bridge,deBridge,,350619.94339588314,Multi-Chain
Options Vault,Polynomial Earn,,350400.743897572,Optimism
Yield,Unagii,,348806.6688948997,Ethereum
Dexes,Beluga Dex,,348022.47185714263,Arbitrum
Dexes,Gin Finance,['Uniswap V2'],345284.4380695024,Boba
Dexes,RBX,,343341.77627374243,Multi-Chain
Dexes,BeamSwap V3,['Uniswap V3'],340815.11227091815,Moonbeam
Yield,Guru Network,,338855.847017538,Multi-Chain
Indexes,Velvet.Capital,,335978.9229096258,Binance
Dexes,OneSwap,,334276.4197005706,Multi-Chain
Derivatives,Tigris,,334136.86002266634,Multi-Chain
Dexes,OasisSwap,,331637.90035627974,Arbitrum
Services,Hats.V2,,326996.16374751914,Multi-Chain
Dexes,VeRocket,['Uniswap V2'],324291.0448334224,VeChain
Dexes,AutoShark,['Uniswap V2'],323336.49566574226,Binance
Uncollateralized Lending,Union Protocol,,322885.59377089,Multi-Chain
Lending,Alkemi,,318926.07690875535,Ethereum
Dexes,MIND Games,['Uniswap V2'],318852.7637129826,Arbitrum
Prediction Market,LunaFi,,318644.29350952257,Polygon
Lending,Moremoney,,318598.0,Avalanche
Yield,ZooDAO,,318443.7013744617,Moonbeam
Cross Chain,Router Protocol,,318178.90461696684,Multi-Chain
Farm,Weld Finance,,316985.6479099532,Kava
Lending,Sushi Kashi,,315646.47170455445,Multi-Chain
Dexes,Fathom Dex,['Uniswap V2'],313736.54894189315,XDC
Derivatives,Hubble Exchange,,313129.48973314004,Avalanche
Lending,unFederalReserve,['Compound'],312229.83229568193,Ethereum
Lending,Ape Finance,['Compound'],310819.07750725513,Ethereum
Lending,Demeter,['Compound'],309802.23936530144,Multi-Chain
CDP,DAM Finance,,309643.286079,Ethereum
Derivatives,Unlimited Network,,309160.378915,Arbitrum
Yield,CityCoins,,305749.3051287623,Stacks
Lending,Market,['Compound'],305567.7832593019,Multi-Chain
Dexes,W3swap,['Uniswap V2'],305477.9735421541,Binance
Derivatives,Cap,,303181.727635875,Arbitrum
CDP,BAO Ballast,,302888.5350052045,Ethereum
Dexes,AtomicHub,,301454.9728961599,Multi-Chain
Dexes,Moonswap,['Uniswap V2'],301150.30810175044,Moonriver
Derivatives,GoodEntry,,300933.5846550489,Arbitrum
Dexes,MooniSwap,,298185.70275640837,Ethereum
Dexes,PantherSwap,['Uniswap V2'],297498.52595937205,Binance
Dexes,VoltSwap,['Uniswap V2'],296173.4822197512,Multi-Chain
CDP,USDO,,295237.57706304867,Onus
Dexes,Telos Swap,,295078.26675172395,Telos
Dexes,Synthetify,,293734.3069018706,Solana
Dexes,Narwhalswap,['Uniswap V2'],292934.3370676814,Binance
Dexes,Alphadex,['Uniswap V2'],291621.68847617373,Multi-Chain
Lending,MYSO,,288490.92951306945,Multi-Chain
Dexes,Cropper,,287503.248779517,Solana
Services,QuantumX Network,,287289.10750950256,Elrond
CDP,xDollar,['Liquity'],287267.3827192093,Multi-Chain
Dexes,Sonic,,283245.336299,ICP
Dexes,Crema Finance,,281061.3541987289,Solana
Services,stETH.win,,277540.904612763,Ethereum
Indexes,Astra DAO,,277513.0153748616,Ethereum
Yield,Mars Poolin,,277436.348457683,Ethereum
Dexes,Bonkswap,,276798.45617900486,Solana
Derivatives,Uniwhale,,276734.18988242367,Binance
Dexes,Puzzle Swap,,274079.860789,Waves
Algo-Stables,Basis Cash,,272840.46190462145,Ethereum
Derivatives,Lemma,,272235.86667496053,Optimism
Yield,Swivel Finance,,270029.5622996621,Ethereum
Dexes,PureSwap,['Uniswap V2'],269332.98262324545,Binance
Liquid Staking,Increment Liquid Staking,,267569.16528946266,Flow
Dexes,KLEX Finance,['Balancer'],266713.61342163006,Klaytn
Derivatives,prePO,,266483.9026452946,Arbitrum
Lending,Shoebill Finance,,264357.881649,Multi-Chain
Dexes,OmniDex Swap,['Uniswap V2'],263958.0645219844,Telos
Derivatives,AnyHedge,,262393.36,Bitcoincash
Yield,Wasabix,['Alchemix'],260587.18842450675,Multi-Chain
Dexes,Oswap AMM,,258836.07252681837,Obyte
Dexes,Lizard,['Uniswap V2'],258833.95298280637,Oasis
Indexes,BasketDAO,,258503.9257347334,Ethereum
Leveraged Farming,zkFox,,258362.19293181348,zkSync Era
Dexes,Phenix DEX,['Uniswap V2'],257588.8543786381,Multi-Chain
Dexes,KoffeeSwap,,257587.97732010024,Kucoin
Dexes,AuroraSwap,['Uniswap V2'],257314.3944287274,Aurora
Dexes,PheasantSwap,,257193.68245467808,ENULS
Dexes,SithSwap,,255929.38451786933,Starknet
CDP,Hedge,,255816.67466037485,Solana
NFT Marketplace,Sudoswap V2,,254869.19678480184,Ethereum
Lending,Pinjam Labs,['Aave'],254452.25902851578,Kava
Derivatives,Predy V3.2,,253520.3465574432,Arbitrum
Yield,Cometa,,252303.88552,Algorand
Dexes,Gridex,,252027.1483476744,Arbitrum
Dexes,ValueDefi,,248026.80152722358,Binance
Derivatives,Covo V2,,245855.8168912181,Polygon
Insurance,UnoRe,,245755.60748,Multi-Chain
Yield,Adamant Finance,,245143.01429515943,Multi-Chain
Yield,Float Protocol,,244730.11791828324,Ethereum
Dexes,BAO Swap,['Uniswap V2'],244272.56175665034,xDai
NFT Lending,OpenSky Finance,,242822.32049094254,Ethereum
Lending,Vendor V2,,240106.74651142277,Arbitrum
CDP,handle.fi,,236306.03139300636,Arbitrum
Dexes,Uswap,['Uniswap V2'],235766.5124530849,Tron
Dexes,ClaimSwap V2,['Uniswap V2'],235581.899182195,Klaytn
Lending,FluidTokens,,235552.3131379943,Cardano
Synthetics,Yam Finance,['Compound'],234901.27605876914,Ethereum
Dexes,Gravity Finance,['Uniswap V2'],234223.25458870697,Polygon
Dexes,Bored Candy City,['Uniswap V2'],233992.15343294578,Cronos
Options,FinNexus,,233210.43562815426,Multi-Chain
Dexes,StackSwap,,233082.94636355902,Stacks
Lending,ABEL Finance,['Compound'],232114.03963147014,Aptos
Dexes,DAO Swap,,231835.0913740967,Binance
NFT Lending,Citrus,,231396.64500000002,Solana
Dexes,PadSwap,['Uniswap V2'],229005.1903043665,Multi-Chain
Dexes,MilkySwap,['Uniswap V2'],226364.74065071472,Milkomeda
RWA,InVar Finance,,226000.0,Ethereum
Yield Aggregator,APWine,,225150.7212139987,Multi-Chain
Dexes,HebeSwap,['Uniswap V2'],224933.2422508874,EthereumClassic
Lending,Whitehole Finance,['Compound'],223972.3205421255,Arbitrum
Indexes,stake.link index,,223597.74796037286,Ethereum
NFT Lending,Backed,,223153.0057185,Ethereum
Yield,Baton,,222682.26530891305,Ethereum
Dexes,YouSwap,['Uniswap V2'],221446.7793294661,Multi-Chain
Dexes,PandaSwap,,220668.72215953853,Binance
Yield,METF Finance,,219535.47464062416,Cronos
Dexes,Neutroswap,['Uniswap V2'],219133.37305186928,EOS EVM
CDP,Ramp,,218455.88914305938,Multi-Chain
Yield,Paraluni Masterchef,,217699.5170564625,Binance
Yield Aggregator,Vaporwave,['Beefy'],217218.26000000007,Aurora
Dexes,Nearpad,['Uniswap V2'],215356.32809317537,Aurora
Yield,UniPower,,214303.59414554597,Multi-Chain
Dexes,Jumbo Exchange,,213974.38559185067,Near
Dexes,StarSwap,['Uniswap V2'],212955.22416543646,Astar
Dexes,HurricaneSwap,['Uniswap V2'],212845.50272613563,Avalanche
Insurance,Nsure,,211504.70279503503,Ethereum
Lending,Unlockd,,210495.87165001765,Ethereum
Dexes,Algebra DEX,,209528.27436331654,Polygon
Dexes,SheepDex,,207879.4673899237,Binance
Options,Antimatter,,207553.5832510891,Multi-Chain
Yield,Layer2 Finance,,207510.2034412503,Ethereum
Options,Zomma Protocol,,205737.624829,zkSync Era
Indexes,Indexed Finance,,205133.56086687275,Ethereum
Launchpad,DexPad,,204138.44290506042,Multi-Chain
Yield,YieldWolf,,203702.08328440637,Multi-Chain
Dexes,KDSwap,,202846.6525058075,Kadena
Yield,GOGOcoin,,202552.250205,Polygon
Yield,Bent Finance,,202035.93516997065,Ethereum
Uncollateralized Lending,Atlendis,,201261.2990751713,Polygon
Yield,Seashell,,200810.54131037404,Arbitrum
CDP,Unit Protocol,,200293.52177886982,Ethereum
Liquid Staking,WYND LSD,,198876.42429733463,Juno
Dexes,Shinobi,['Uniswap V2'],198421.33267948992,Ubiq
Dexes,Polydex,['Uniswap V2'],198150.2852358987,Polygon
Yield,Moonpot,,197546.71000000002,Multi-Chain
Yield,Pawnfi APE Staking,,196596.50700688202,Ethereum
Lending,Jet,,196482.8954901066,Solana
Yield,Timeless Finance,,195839.1536560362,Ethereum
Dexes,WannaSwap,['Uniswap V2'],194024.51406751623,Aurora
Dexes,ChickenSwap,['Uniswap V2'],193037.07856022913,Ethereum
Reserve Currency,Dogewhale,,192269.42782102994,Binance
Dexes,Onsen Swap,['Uniswap V2'],190477.96678651357,zkSync Era
Yield,Mole,,188896.2913089221,Multi-Chain
Services,Aelin,,188841.69174810452,Multi-Chain
Yield,FIAT DAO,,187348.65104698204,Ethereum
Dexes,GemSwap,,186814.2342752285,zkSync Era
Dexes,WinerySwap,['Uniswap V2'],185616.66042331545,Binance
Services,BNBMiner Finance,,185470.31335875558,Binance
Dexes,Lydia,['Uniswap V2'],185269.17658145475,Avalanche
Yield,Penrose,['0xDAO'],183399.92336375942,Polygon
Yield,StakeSteak,,183115.7892872966,Fantom
Lending,Basilisk,,182869.28427494777,zkSync Era
Options,Lien,,182578.2825841228,Ethereum
RWA,Frigg.eco,,182532.150863,Ethereum
Dexes,Archly Finance,['Solidly'],182169.95578909144,Multi-Chain
CDP,PolyQuity,['Liquity'],182104.4269410235,Polygon
Lending,Poof Cash,,182011.85799619457,Celo
NFT Lending,Zharta,,181703.50156903674,Ethereum
Lending,MonoLend,['Aave'],179453.82712876404,Polygon
Yield,Black Whale,,178260.71134331552,Kujira
Prediction Market,LuckyChip,,177087.39316170377,Binance
Options Vault,Bonsai Strike,['Ribbon'],176737.4221535266,Binance
CDP,NUON Finance,,176540.86122231578,Arbitrum
Dexes,SakePerp,,175343.71696277102,Multi-Chain
Dexes,GemKeeper,['Uniswap V2'],174691.9059323528,Oasis
Dexes,Zyberswap AMM,['Algebra DEX'],174592.23750879848,Arbitrum
Dexes,QuipuSwap V3,,174256.4598188794,Tezos
Algo-Stables,Dopple Finance,,172995.18221056997,Multi-Chain
Leveraged Farming,Zenith,,171468.17080180114,Ethereum
Lending,USDFI Lending,['Compound'],169652.2836670875,Binance
Farm,zkDX,['GMX'],169473.13471779414,zkSync Era
Dexes,Swipe,,169261.11652157828,Multi-Chain
CDP,Volta Finance,,168376.32305859955,Arbitrum
Yield,DMD Finance,,167781.60658803748,EOS
Yield Aggregator,DarkAuto,,166867.5221149773,Multi-Chain
Services,Crunchy Network,,166665.360136,Tezos
Algo-Stables,DarkCrypto,['Tomb Finance'],165639.7665563828,Cronos
Derivatives,Ideamarket,,164981.5720817309,Arbitrum
Dexes,Velocimeter V1,['Solidly'],164850.24511049598,Canto
Yield,Timewarp,,164796.14513690546,Multi-Chain
Yield,Augury Finance,,163172.55697064238,Polygon
Indexes,Brokkr Finance,,162967.93125032057,Avalanche
Dexes,PhotonSwap Finance,['Uniswap V2'],162947.21043322363,Multi-Chain
Lending,Fountain Protocol,['Compound'],162761.193758,Oasis
Dexes,WingSwap,['Uniswap V2'],162538.02445590135,Fantom
Dexes,Snowflake Exchange,['Platypus Finance'],160856.84738989023,Multi-Chain
Dexes,Sentre,,160524.98494954617,Solana
Yield,Stabl.fi V1,['Origin Dollar'],159958.53358975,Polygon
Dexes,MetaCoin Swap,,158173.05145101,Binance
Derivatives,ShrikePerps,['GMX'],156538.24086748844,Polygon zkEVM
Derivatives,Float,,156219.3011478943,Multi-Chain
Dexes,PonytaSwap,,155536.26229984258,Rangers
Indexes,LSDx ETHx,,152913.62302872102,Ethereum
Cross Chain,Composable Finance,,152835.51469383214,Multi-Chain
Dexes,MagicFox Swap,['Solidly'],151227.79700830072,Multi-Chain
Dexes,Varen,['Uniswap V2'],149587.9221483127,Ethereum
Prediction Market,MegaMoon,,149038.777034,Polygon
Derivatives,UrDEX Finance,['Level Finance'],147989.85931074206,Arbitrum
Dexes,Oracle Swap,['Uniswap V2'],147924.8239444506,Songbird
Indexes,Cook Finance,,147178.45755735712,Multi-Chain
Dexes,WOWswap,,145787.6657570337,Multi-Chain
Lending,BFly Finance,,145671.3209467129,Starcoin
Yield Aggregator,PinkPea Finance,,145633.42336032845,Aurora
Lending,wefi,['Compound'],145592.57935177448,Polygon
Dexes,Avely Swap,,145292.24394487488,Zilliqa
Dexes,BecoSwap,['Uniswap V2'],145206.1459070061,Kardia
Yield,OSWAP Token,,144913.40236560276,Obyte
Options,Rysk Finance,,144801.34715000002,Arbitrum
Derivatives,Gambit Financial,['GMX'],143033.6289176353,Binance
NFT Marketplace,Caviar V2,,142360.9439795074,Ethereum
Yield,HFIone,,141823.68749292084,Heco
Derivatives,SynFutures V1,,141725.54800202523,Multi-Chain
Yield Aggregator,UNO farm,,141156.48812374385,Multi-Chain
Uncollateralized Lending,dAMM Finance,['Compound'],140598.28658415208,Ethereum
Yield,BtnGroup,,139636.89,Secret
Dexes,Niob Finance,,139425.2372279805,Binance
Dexes,Standard Protocol,['Uniswap V2'],139253.98686528276,Multi-Chain
Dexes,Value Liquid,['Balancer'],139048.06542014517,Ethereum
Lending,Aptin Finance,,137961.88667909813,Aptos
Yield,Muuu Finance,['Convex Finance'],137153.44404056983,Astar
Derivatives,DAMX,['GMX'],136887.51693732222,Fantom
Lending,Trava Finance,,136657.13138121102,Multi-Chain
Yield,FoxSwap,,136283.357663788,Harmony
Dexes,Yodeswap,['Uniswap V2'],131721.30128096478,Dogechain
Dexes,Huckleberry AMM,['Uniswap V2'],130320.51824948638,Multi-Chain
Dexes,OpenXswap,['Uniswap V2'],129526.76198973914,Optimism
CDP,Nostra,,127252.55091297811,Starknet
Dexes,Paint Swap,['Uniswap V2'],126903.97101728109,Fantom
Dexes,Degen Haus,['Uniswap V2'],126432.52323013228,Fantom
Dexes,Algofi Swap,,125409.46984760668,Algorand
Dexes,MinMax Finance,['Saddle Finance'],124820.87007459789,IoTeX
Dexes,Serum Swap,,124302.36181007297,Solana
Yield Aggregator,Epsylon Finance,['Yearn Finance'],124190.17618359449,Fantom
Dexes,ZipSwap,['Uniswap V2'],122767.86335028052,Multi-Chain
Prediction Market,PRDT,,122428.5572471891,Multi-Chain
Uncollateralized Lending,Ribbon Lend,,122071.22876,Ethereum
Derivatives,Spin Perps,,121942.776542,Near
CDP,H2Odata,['Reflexer'],121337.64493932686,Ethereum
Yield,Optimus,,120616.19944882997,Icon
Yield Aggregator,Nord Finance,,120281.05031438713,Multi-Chain
Lending,MetaStreet,,119642.8401485926,Ethereum
Dexes,TTswap,['Uniswap V2'],119565.33885516609,ThunderCore
Lending,CashCow Finance,['Compound'],118541.19219596438,Binance
Indexes,Babylon Finance,,118145.54278994839,Ethereum
Dexes,Muffin,['Uniswap V2'],118128.016247935,Ethereum
Dexes,CafeSwap,['Uniswap V2'],117180.44725245365,Multi-Chain
Gaming,PepeDex,,117025.02198995347,Ethereum
Yield Aggregator,Parallax,,116823.83303000001,Multi-Chain
